title|link|summary|parss_primesponsor|parss_cosponsors|parss_lastaction|parss_enacted|parss_passedhouse|parss_passedsenate|published|id
House Bill 213 Printer's Number 173|https://www.legis.state.pa.us/cfdocs/legis/PN/Public/btCheck.cfm?txtType=HTM&sessYr=2023&sessInd=0&billBody=H&billTyp=B&billNbr=213&pn=173|An Act amending the act of March 10, 1949 (P.L.30, No.14), known as the Public School Code of 1949, in the State Board of Education, further providing for definitions and providing for academic standards review; and making editorial changes....|Representative GLEIM|HAMM, ROWE, ZIMMERMAN, MOUL, LEADBETER and KEEFER|Referred to EDUCATION,  March 8, 2023|NO|NO|NO|Thu, 09 Mar 2023 09:18:53 GMT|20230HB213P173
House Bill 212 Printer's Number 172|https://www.legis.state.pa.us/cfdocs/legis/PN/Public/btCheck.cfm?txtType=HTM&sessYr=2023&sessInd=0&billBody=H&billTyp=B&billNbr=212&pn=172|A Joint Resolution proposing integrated amendments to the Constitution of the Commonwealth of Pennsylvania, changing the Commonwealth's fiscal period from one year to two years....|Representative GLEIM|GREINER, KAUFFMAN, STAMBAUGH, SMITH, HAMM, ROWE, ZIMMERMAN, STAATS, MOUL, JOZWIAK, LEADBETER, GILLEN and KEEFER|Referred to FINANCE,  March 8, 2023|NO|NO|NO|Thu, 09 Mar 2023 09:18:30 GMT|20230HB212P172
House Bill 211 Printer's Number 171|https://www.legis.state.pa.us/cfdocs/legis/PN/Public/btCheck.cfm?txtType=HTM&sessYr=2023&sessInd=0&billBody=H&billTyp=B&billNbr=211&pn=171|An Act prohibiting public school entities from engaging in certain communications and actions involving prohibited indoctrination; and providing for requirements for public contractors and for enforcement....|Representative GLEIM|STAMBAUGH, HAMM, STAATS, OWLETT, ROWE, LEADBETER, MOUL, SMITH, ZIMMERMAN and KEEFER|Referred to EDUCATION,  March 8, 2023|NO|NO|NO|Thu, 09 Mar 2023 09:18:06 GMT|20230HB211P171
House Bill 210 Printer's Number 170|https://www.legis.state.pa.us/cfdocs/legis/PN/Public/btCheck.cfm?txtType=HTM&sessYr=2023&sessInd=0&billBody=H&billTyp=B&billNbr=210&pn=170|An Act amending the act of December 5, 1936 (2nd Sp.Sess., 1937 P.L.2897, No.1), known as the Unemployment Compensation Law, in administration of act, providing for emergency unemployment compensation assistance....|Representative GLEIM|GUENST, ZIMMERMAN, GILLEN and JAMES|Referred to LABOR AND INDUSTRY,  March 8, 2023|NO|NO|NO|Thu, 09 Mar 2023 09:17:40 GMT|20230HB210P170
House Bill 209 Printer's Number 169|https://www.legis.state.pa.us/cfdocs/legis/PN/Public/btCheck.cfm?txtType=HTM&sessYr=2023&sessInd=0&billBody=H&billTyp=B&billNbr=209&pn=169|An Act amending Title 18 (Crimes and Offenses) of the Pennsylvania Consolidated Statutes, in public indecency, further providing for the offense of obscene and other sexual materials and performances....|Representative GLEIM|STAMBAUGH, PICKETT, HAMM, M. MACKENZIE, STAATS, R. MACKENZIE, JOZWIAK, ROAE, OWLETT, ROWE, LEADBETER, MOUL, SMITH, ZIMMERMAN, SCIALABBA, KEEFER and T. JONES|Referred to JUDICIARY,  March 8, 2023|NO|NO|NO|Thu, 09 Mar 2023 09:17:15 GMT|20230HB209P169
House Bill 208 Printer's Number 168|https://www.legis.state.pa.us/cfdocs/legis/PN/Public/btCheck.cfm?txtType=HTM&sessYr=2023&sessInd=0&billBody=H&billTyp=B&billNbr=208&pn=168|An Act amending the act of August 15, 1961 (P.L.987, No.442), known as the Pennsylvania Prevailing Wage Act, further providing for definitions....|Representative GLEIM|ROWE, GREINER, ROSSI, KEEFER, HAMM, FEE, KAUFFMAN, ZIMMERMAN, MOUL, MENTZER, LEADBETER and T. JONES|Referred to LABOR AND INDUSTRY,  March 8, 2023|NO|NO|NO|Thu, 09 Mar 2023 09:16:52 GMT|20230HB208P168
House Bill 207 Printer's Number 167|https://www.legis.state.pa.us/cfdocs/legis/PN/Public/btCheck.cfm?txtType=HTM&sessYr=2023&sessInd=0&billBody=H&billTyp=B&billNbr=207&pn=167|An Act amending the act of October 4, 1978 (P.L.864, No.167), known as the Storm Water Management Act, further providing for powers and duties of the Department of Environmental Resources; and making editorial changes....|Representative GLEIM|JAMES, STAMBAUGH, KAUFFMAN, HAMM, ZIMMERMAN, ROWE, KEEFER, N. NELSON and JOZWIAK|Referred to ENVIRONMENTAL RESOURCES AND ENERGY,  March 8, 2023|NO|NO|NO|Thu, 09 Mar 2023 09:16:30 GMT|20230HB207P167
House Bill 206 Printer's Number 166|https://www.legis.state.pa.us/cfdocs/legis/PN/Public/btCheck.cfm?txtType=HTM&sessYr=2023&sessInd=0&billBody=H&billTyp=B&billNbr=206&pn=166|An Act amending the act of July 14, 1961 (P.L.604, No.304), known as The Apprenticeship and Training Act, further providing for powers and duties; providing for supervision; and abrogating a regulation....|Representative GLEIM|STAMBAUGH, M. MACKENZIE, KAUFFMAN, MENTZER, HAMM, MOUL, ZIMMERMAN, KEEFER, B. MILLER, ROWE, LEADBETER and MAJOR|Referred to LABOR AND INDUSTRY,  March 8, 2023|NO|NO|NO|Thu, 09 Mar 2023 09:16:00 GMT|20230HB206P166
House Bill 205 Printer's Number 165|https://www.legis.state.pa.us/cfdocs/legis/PN/Public/btCheck.cfm?txtType=HTM&sessYr=2023&sessInd=0&billBody=H&billTyp=B&billNbr=205&pn=165|An Act amending the act of April 9, 1929 (P.L.177, No.175), known as The Administrative Code of 1929, in Independent Fiscal Office, further providing for definitions and for duties of office....|Representative GLEIM|ROSSI, HAMM, KAUFFMAN, ROWE, KEEFER, MOUL and GILLEN|Referred to FINANCE,  March 8, 2023|NO|NO|NO|Thu, 09 Mar 2023 09:15:02 GMT|20230HB205P165
House Bill 204 Printer's Number 164|https://www.legis.state.pa.us/cfdocs/legis/PN/Public/btCheck.cfm?txtType=HTM&sessYr=2023&sessInd=0&billBody=H&billTyp=B&billNbr=204&pn=164|An Act establishing the Keystone Solvency Operating Study Commission and providing for its powers and duties and for a report.|Representative GLEIM|STAMBAUGH, HAMM, ZIMMERMAN, B. MILLER, ROWE, N. NELSON, STRUZZI and GILLEN|Referred to FINANCE,  March 8, 2023|NO|NO|NO|Thu, 09 Mar 2023 09:14:29 GMT|20230HB204P164
House Bill 203 Printer's Number 163|https://www.legis.state.pa.us/cfdocs/legis/PN/Public/btCheck.cfm?txtType=HTM&sessYr=2023&sessInd=0&billBody=H&billTyp=B&billNbr=203&pn=163|An Act amending the act of August 15, 1961 (P.L.987, No.442), known as the Pennsylvania Prevailing Wage Act, further providing for definitions....|Representative GLEIM|STRUZZI, HAMM, KAUFFMAN, ROWE, KEEFER, ZIMMERMAN, T. JONES and GILLEN|Referred to LABOR AND INDUSTRY,  March 8, 2023|NO|NO|NO|Thu, 09 Mar 2023 09:14:05 GMT|20230HB203P163
House Bill 202 Printer's Number 162|https://www.legis.state.pa.us/cfdocs/legis/PN/Public/btCheck.cfm?txtType=HTM&sessYr=2023&sessInd=0&billBody=H&billTyp=B&billNbr=202&pn=162|An Act designating a bridge, identified as Bridge Key 13775, carrying Pennsylvania Route 641 over Big Spring Creek on the border of Newville Borough and West Pennsboro Township, Cumberland County, as the SFC Randall Shughart Memorial Bridge....|Representative GLEIM|KAUFFMAN, KINSEY, STAATS, RAPP, GILLEN, DELLOSO, STRUZZI and DEASY|Referred to TRANSPORTATION,  March 8, 2023|NO|NO|NO|Thu, 09 Mar 2023 09:13:45 GMT|20230HB202P162
House Bill 201 Printer's Number 161|https://www.legis.state.pa.us/cfdocs/legis/PN/Public/btCheck.cfm?txtType=HTM&sessYr=2023&sessInd=0&billBody=H&billTyp=B&billNbr=201&pn=161|An Act designating a portion of Pennsylvania Route 641 from the intersection with Springfield Avenue in Newville Borough to the intersection with Green Hill Road in West Pennsboro Township, Cumberland County, as the SFC Randall Shughart Memorial Highway....|Representative GLEIM|KAUFFMAN, STAATS, DAVANZO, RAPP and GILLEN|Referred to TRANSPORTATION,  March 8, 2023|NO|NO|NO|Thu, 09 Mar 2023 09:13:14 GMT|20230HB201P161
House Bill 200 Printer's Number 158|https://www.legis.state.pa.us/cfdocs/legis/PN/Public/btCheck.cfm?txtType=HTM&sessYr=2023&sessInd=0&billBody=H&billTyp=B&billNbr=200&pn=158|An Act amending the act of November 26, 1978 (P.L.1375, No.325), known as the Dam Safety and Encroachments Act, providing for issuance of and conditions for continuous maintenance permits....|Representative OWLETT|PICKETT, STAMBAUGH, GREINER, STRUZZI, JAMES, R. MACKENZIE, HAMM, STAATS, ORTITAY, ZIMMERMAN, ROWE, LEADBETER and MARSHALL|Referred to ENVIRONMENTAL RESOURCES AND ENERGY,  March 8, 2023|NO|NO|NO|Wed, 08 Mar 2023 16:56:39 GMT|20230HB200P158
House Bill 199 Printer's Number 157|https://www.legis.state.pa.us/cfdocs/legis/PN/Public/btCheck.cfm?txtType=HTM&sessYr=2023&sessInd=0&billBody=H&billTyp=B&billNbr=199&pn=157|An Act amending Title 51 (Military Affairs) of the Pennsylvania Consolidated Statutes, providing for the Combat-to-college Program.|Representative DEASY|HILL-EVANS, MADDEN, CIRESI, SANCHEZ, RABB, HOWARD, D. WILLIAMS and N. NELSON|Referred to VETERANS AFFAIRS AND EMERGENCY PREPAREDNESS,  March 8, 2023|NO|NO|NO|Wed, 08 Mar 2023 16:56:25 GMT|20230HB199P157
House Bill 198 Printer's Number 156|https://www.legis.state.pa.us/cfdocs/legis/PN/Public/btCheck.cfm?txtType=HTM&sessYr=2023&sessInd=0&billBody=H&billTyp=B&billNbr=198&pn=156|An Act amending the act of April 12, 1951 (P.L.90, No.21), known as the Liquor Code, in distilleries, wineries, bonded warehouses, bailees for hire and transporters for hire, establishing the Pennsylvania Distilled Spirits Industry Promotion Board....|Representative DEASY|DELLOSO, CIRESI, SANCHEZ, HILL-EVANS, BURGOS, NEILSON, OTTEN and N. NELSON|Referred to LIQUOR CONTROL,  March 8, 2023|NO|NO|NO|Wed, 08 Mar 2023 16:56:10 GMT|20230HB198P156
House Bill 197 Printer's Number 155|https://www.legis.state.pa.us/cfdocs/legis/PN/Public/btCheck.cfm?txtType=HTM&sessYr=2023&sessInd=0&billBody=H&billTyp=B&billNbr=197&pn=155|An Act amending Title 23 (Domestic Relations) of the Pennsylvania Consolidated Statutes, in protection from abuse, further providing for emergency relief by minor judiciary....|Representative HOGAN|KENYATTA, GUENST, MARCELL, KINKEAD, ZABEL, CONKLIN and DELOZIER|Referred to JUDICIARY,  March 8, 2023|NO|NO|NO|Wed, 08 Mar 2023 16:55:55 GMT|20230HB197P155
House Bill 196 Printer's Number 154|https://www.legis.state.pa.us/cfdocs/legis/PN/Public/btCheck.cfm?txtType=HTM&sessYr=2023&sessInd=0&billBody=H&billTyp=B&billNbr=196&pn=154|An Act amending Title 75 (Vehicles) of the Pennsylvania Consolidated Statutes, in penalties and disposition of fines, further providing for subsequent convictions of certain offenses....|Representative HOGAN|PICKETT, CIRESI, T. DAVIS and DELOZIER|Referred to JUDICIARY,  March 8, 2023|NO|NO|NO|Wed, 08 Mar 2023 16:55:41 GMT|20230HB196P154
House Bill 195 Printer's Number 153|https://www.legis.state.pa.us/cfdocs/legis/PN/Public/btCheck.cfm?txtType=HTM&sessYr=2023&sessInd=0&billBody=H&billTyp=B&billNbr=195&pn=153|An Act authorizing the Department of Environmental Protection to conduct a public comment process on and submit to the General Assembly a measure or action intended to abate, control or limit carbon dioxide emissions by imposing a revenue-generating tax or fee on carbon dioxide emissions; and abrogating regulations....|Representative STRUZZI|KEPHART, CAUSER, D'ORSIE, DAVANZO, ECKER, EMRICK, FLOOD, GLEIM, HAMM, IRVIN, JOZWIAK, KAUFFMAN, LEADBETER, M. MACKENZIE, R. MACKENZIE, MARCELL, MARSHALL, MOUL, OBERLANDER, PICKETT, ROWE, SCIALABBA, SMITH, STAMBAUGH, STEHR, WARNER, ZIMMERMAN, BARTON, COOPER and ARMANINI|Referred to ENVIRONMENTAL RESOURCES AND ENERGY,  March 8, 2023|NO|NO|NO|Wed, 08 Mar 2023 16:55:24 GMT|20230HB195P153
House Bill 194 Printer's Number 152|https://www.legis.state.pa.us/cfdocs/legis/PN/Public/btCheck.cfm?txtType=HTM&sessYr=2023&sessInd=0&billBody=H&billTyp=B&billNbr=194&pn=152|An Act amending the act of March 4, 1971 (P.L.6, No.2), known as the Tax Reform Code of 1971, in personal income tax, further providing for special tax provisions for poverty....|Representative D. MILLER|FREEMAN, MADDEN, SANCHEZ, HILL-EVANS, HOWARD, GUENST, KINSEY, CEPEDA-FREYTIZ, SCHLOSSBERG, KHAN, ZABEL, BULLOCK, CIRESI, DELLOSO and OTTEN|Referred to FINANCE,  March 8, 2023|NO|NO|NO|Wed, 08 Mar 2023 16:55:08 GMT|20230HB194P152
House Bill 193 Printer's Number 151|https://www.legis.state.pa.us/cfdocs/legis/PN/Public/btCheck.cfm?txtType=HTM&sessYr=2023&sessInd=0&billBody=H&billTyp=B&billNbr=193&pn=151|An Act amending the act of November 10, 1999 (P.L.491, No.45), known as the Pennsylvania Construction Code Act, in uniform construction code, providing for adult changing stations in places of public accommodation....|Representative D. MILLER|BENHAM, PROBST, McNEILL, MADDEN, RABB, T. DAVIS, SANCHEZ, KENYATTA, KHAN, HOHENSTEIN, BURGOS, KINKEAD, CONKLIN, GILLEN and FLEMING|Referred to HUMAN SERVICES,  March 8, 2023|NO|NO|NO|Wed, 08 Mar 2023 16:54:40 GMT|20230HB193P151
House Bill 192 Printer's Number 150|https://www.legis.state.pa.us/cfdocs/legis/PN/Public/btCheck.cfm?txtType=HTM&sessYr=2023&sessInd=0&billBody=H&billTyp=B&billNbr=192&pn=150|An Act amending Title 18 (Crimes and Offenses) of the Pennsylvania Consolidated Statutes, in theft and related offenses, further providing for the offense of retail theft....|Representative D. MILLER|WAXMAN, PIELLI, McNEILL, MADDEN, HILL-EVANS, SANCHEZ, KINSEY, KHAN, HOWARD, KRAJEWSKI, CEPEDA-FREYTIZ, VITALI, GALLOWAY, ZABEL, DELLOSO, FIEDLER and OTTEN|Referred to JUDICIARY,  March 8, 2023|NO|NO|NO|Wed, 08 Mar 2023 16:54:25 GMT|20230HB192P150
House Bill 191 Printer's Number 149|https://www.legis.state.pa.us/cfdocs/legis/PN/Public/btCheck.cfm?txtType=HTM&sessYr=2023&sessInd=0&billBody=H&billTyp=B&billNbr=191&pn=149|An Act amending Title 61 (Prisons and Parole) of the Pennsylvania Consolidated Statutes, in safe community reentry, further providing for definitions and for Safe Community Reentry Program....|Representative D. MILLER|BULLOCK, FREEMAN, MADDEN, HILL-EVANS, SANCHEZ, KINSEY, KHAN, CIRESI, HOHENSTEIN, KRAJEWSKI, DELLOSO, DEASY, KINKEAD, N. NELSON and CONKLIN|Referred to JUDICIARY,  March 8, 2023|NO|NO|NO|Wed, 08 Mar 2023 16:54:10 GMT|20230HB191P149
House Bill 190 Printer's Number 148|https://www.legis.state.pa.us/cfdocs/legis/PN/Public/btCheck.cfm?txtType=HTM&sessYr=2023&sessInd=0&billBody=H&billTyp=B&billNbr=190&pn=148|An Act amending Titles 34 (Game), 42 (Judiciary and Judicial Procedure) and 75 (Vehicles) of the Pennsylvania Consolidated Statutes, in enforcement, further providing for jurisdiction and penalties; in sentencing, further providing for sentencing generally, for fine, for collection of restitution, reparation, fees, costs, fines and penalties and for payment of court costs, restitution and fines, repealing provisions relating to fine and further providing for failure to pay fine; in licensing of drivers, repealing provisions relating to suspension of operating privilege for failure to respond to citation, providing for fee for restoration of operating privilege and further providing for restoration of operating privilege, for occupational limited license and for probationary license; in financial responsibility, further providing for definitions; and, in penalties and disposition of fines, repealing provisions relating to inability to pay fine and costs....|Representative D. MILLER|DAWKINS, MADDEN, HILL-EVANS, KINSEY, SANCHEZ, KHAN, KINKEAD, N. NELSON, PARKER, OTTEN, GREEN, HOWARD and CONKLIN|Referred to JUDICIARY,  March 8, 2023|NO|NO|NO|Wed, 08 Mar 2023 16:53:55 GMT|20230HB190P148
House Bill 189 Printer's Number 147|https://www.legis.state.pa.us/cfdocs/legis/PN/Public/btCheck.cfm?txtType=HTM&sessYr=2023&sessInd=0&billBody=H&billTyp=B&billNbr=189&pn=147|An Act amending Title 53 (Municipalities Generally) of the Pennsylvania Consolidated Statutes, in employees, providing for insurance benefits for part-time police officers....|Representative D. MILLER|CIRESI, KINSEY, SCHLOSSBERG, HANBIDGE, GIRAL, SANCHEZ, HILL-EVANS, MADDEN, BURGOS, DELLOSO and OTTEN|Referred to LOCAL GOVERNMENT,  March 8, 2023|NO|NO|NO|Wed, 08 Mar 2023 16:53:37 GMT|20230HB189P147
House Bill 188 Printer's Number 146|https://www.legis.state.pa.us/cfdocs/legis/PN/Public/btCheck.cfm?txtType=HTM&sessYr=2023&sessInd=0&billBody=H&billTyp=B&billNbr=188&pn=146|An Act amending Title 42 (Judiciary and Judicial Procedure) of the Pennsylvania Consolidated Statutes, in juvenile matters, providing for instructions upon arrest and custody....|Representative D. MILLER|FLEMING, MADDEN, SANCHEZ, JAMES, SCHLOSSBERG, GIRAL, HANBIDGE, GALLOWAY, D. WILLIAMS, KRAJEWSKI, KINSEY, KINKEAD and N. NELSON|Referred to JUDICIARY,  March 8, 2023|NO|NO|NO|Wed, 08 Mar 2023 16:53:18 GMT|20230HB188P146
House Bill 187 Printer's Number 145|https://www.legis.state.pa.us/cfdocs/legis/PN/Public/btCheck.cfm?txtType=HTM&sessYr=2023&sessInd=0&billBody=H&billTyp=B&billNbr=187&pn=145|An Act amending Title 35 (Health and Safety) of the Pennsylvania Consolidated Statutes, providing for reimbursements for physical examinations of firefighters; and establishing the Firefighter Physical Examination Reimbursement Fund....|Representative D. MILLER|O'MARA, SMITH-WADE-EL, PISCIOTTANO, GIRAL, BENHAM, PIELLI, GUENST, CIRESI, SCHLOSSBERG, DELLOSO, McNEILL, HILL-EVANS, HARKINS, SANCHEZ, MADDEN, VENKAT, NEILSON, HOWARD, SHUSTERMAN, DEASY, FREEMAN, STURLA, KINKEAD and OTTEN|Referred to VETERANS AFFAIRS AND EMERGENCY PREPAREDNESS,  March 8, 2023|NO|NO|NO|Wed, 08 Mar 2023 16:53:03 GMT|20230HB187P145
House Bill 186 Printer's Number 144|https://www.legis.state.pa.us/cfdocs/legis/PN/Public/btCheck.cfm?txtType=HTM&sessYr=2023&sessInd=0&billBody=H&billTyp=B&billNbr=186&pn=144|An Act amending the act of March 4, 1971 (P.L.6, No.2), known as the Tax Reform Code of 1971, in personal income tax, further providing for classes of income....|Representative D. MILLER|MADDEN, SANCHEZ, BURGOS, CIRESI, DEASY and GALLOWAY|Referred to FINANCE,  March 8, 2023|NO|NO|NO|Wed, 08 Mar 2023 16:52:45 GMT|20230HB186P144
House Bill 185 Printer's Number 143|https://www.legis.state.pa.us/cfdocs/legis/PN/Public/btCheck.cfm?txtType=HTM&sessYr=2023&sessInd=0&billBody=H&billTyp=B&billNbr=185&pn=143|An Act amending Title 75 (Vehicles) of the Pennsylvania Consolidated Statutes, in registration of vehicles, further providing for person with disability plate and placard; in fees, further providing for exemption of persons, entities and vehicles from fees; and, in powers of department and local authorities, further providing for specific powers of department and local authorities....|Representative D. MILLER|McNEILL, HILL-EVANS, MADDEN, SANCHEZ, BURGOS, KINSEY, SAMUELSON, CIRESI, CEPEDA-FREYTIZ, ZABEL, NEILSON, OTTEN and CONKLIN|Referred to TRANSPORTATION,  March 8, 2023|NO|NO|NO|Wed, 08 Mar 2023 16:52:31 GMT|20230HB185P143
House Bill 184 Printer's Number 142|https://www.legis.state.pa.us/cfdocs/legis/PN/Public/btCheck.cfm?txtType=HTM&sessYr=2023&sessInd=0&billBody=H&billTyp=B&billNbr=184&pn=142|An Act amending the act of July 10, 1986 (P.L.1396, No.121), known as the Women's, Infants' and Children's Nutrition Improvement Act, further providing for definitions; and providing for Remote eWIC Reloading Pilot Program....|Representative D. MILLER|INNAMORATO, HILL-EVANS, MADDEN, SANCHEZ, BURGOS, RABB, HANBIDGE, KINSEY, KRAJEWSKI, CEPEDA-FREYTIZ, CIRESI, BULLOCK, DEASY, FIEDLER, KINKEAD and OTTEN|Referred to HEALTH,  March 8, 2023|NO|NO|NO|Wed, 08 Mar 2023 16:52:14 GMT|20230HB184P142
House Bill 183 Printer's Number 141|https://www.legis.state.pa.us/cfdocs/legis/PN/Public/btCheck.cfm?txtType=HTM&sessYr=2023&sessInd=0&billBody=H&billTyp=B&billNbr=183&pn=141|An Act providing for complex wheelchair quality assurance; and imposing duties on the Department of Human Services and the Insurance Department....|Representative D. MILLER|KOSIEROWSKI, HANBIDGE, HILL-EVANS, HOHENSTEIN, MADDEN, PROBST, McNEILL, SANCHEZ, KINSEY, KENYATTA, CIRESI, DEASY, PARKER, KINKEAD, OTTEN, SHUSTERMAN and FLEMING|Referred to HUMAN SERVICES,  March 8, 2023|NO|NO|NO|Wed, 08 Mar 2023 16:51:46 GMT|20230HB183P141
House Bill 182 Printer's Number 140|https://www.legis.state.pa.us/cfdocs/legis/PN/Public/btCheck.cfm?txtType=HTM&sessYr=2023&sessInd=0&billBody=H&billTyp=B&billNbr=182&pn=140|An Act amending Title 35 (Health and Safety) of the Pennsylvania Consolidated Statutes, in grants to fire companies and emergency medical services companies, establishing the Firefighter Safety Equipment Grant Program in the Office of State Fire Commissioner and the Firefighter Safety Equipment Grant Fund....|Representative D. MILLER|GALLOWAY, MADDEN, KENYATTA, CIRESI, GIRAL, KINSEY, M. MACKENZIE, GUENST, R. MACKENZIE, SCHLOSSBERG, SANCHEZ, RABB, BENHAM, PROBST, MERSKI, D. WILLIAMS, DELLOSO, VENKAT, McNEILL, ABNEY, HILL-EVANS, FLEMING, DEASY, FREEMAN, GILLEN and SHUSTERMAN|Referred to VETERANS AFFAIRS AND EMERGENCY PREPAREDNESS,  March 8, 2023|NO|NO|NO|Wed, 08 Mar 2023 16:51:27 GMT|20230HB182P140
House Bill 181 Printer's Number 139|https://www.legis.state.pa.us/cfdocs/legis/PN/Public/btCheck.cfm?txtType=HTM&sessYr=2023&sessInd=0&billBody=H&billTyp=B&billNbr=181&pn=139|An Act establishing the Family and Medical Leave Insurance Program and the Family and Medical Leave Insurance Fund; conferring powers and imposing duties on the Department of Labor and Industry; and imposing penalties....|Representative D. MILLER|BENHAM, SCHLOSSBERG, DELLOSO, SIEGEL, GUENST, HARKINS, SANCHEZ, VENKAT, MADDEN, BURGOS, GALLOWAY, FIEDLER, KRAJEWSKI, FREEMAN, STURLA, KINKEAD, FRANKEL, OTTEN, O'MARA, HOHENSTEIN, WEBSTER, BOROWSKI, McNEILL, KHAN, D. WILLIAMS, T. DAVIS, DALEY, WARREN and SHUSTERMAN|Referred to LABOR AND INDUSTRY,  March 8, 2023|NO|NO|NO|Wed, 08 Mar 2023 16:51:05 GMT|20230HB181P139
House Bill 179 Printer's Number 138|https://www.legis.state.pa.us/cfdocs/legis/PN/Public/btCheck.cfm?txtType=HTM&sessYr=2023&sessInd=0&billBody=H&billTyp=B&billNbr=179&pn=138|An Act amending the act of March 10, 1949 (P.L.30, No.14), known as the Public School Code of 1949, providing for free speech in higher education....|Representative D'ORSIE|GLEIM, JAMES, HAMM, M. JONES, ROWE, LEADBETER, ZIMMERMAN, KEEFER and SCIALABBA|Referred to EDUCATION,  March 8, 2023|NO|NO|NO|Wed, 08 Mar 2023 16:50:49 GMT|20230HB179P138
House Bill 178 Printer's Number 137|https://www.legis.state.pa.us/cfdocs/legis/PN/Public/btCheck.cfm?txtType=HTM&sessYr=2023&sessInd=0&billBody=H&billTyp=B&billNbr=178&pn=137|An Act amending the act of June 27, 2006 (1st Sp.Sess., P.L.1873, No.1), known as the Taxpayer Relief Act, in preliminary provisions, further providing for definitions; and, in taxation by school districts, further providing for school district tax notices....|Representative PASHINSKI|HARKINS, SANCHEZ, HILL-EVANS, MADDEN, NEILSON, BURGOS, GALLOWAY, DEASY, STURLA, PROBST, HADDOCK and TAKAC|Referred to FINANCE,  March 8, 2023|NO|NO|NO|Wed, 08 Mar 2023 16:50:35 GMT|20230HB178P137
House Bill 159 Printer's Number 136|https://www.legis.state.pa.us/cfdocs/legis/PN/Public/btCheck.cfm?txtType=HTM&sessYr=2023&sessInd=0&billBody=H&billTyp=B&billNbr=159&pn=136|An Act amending the act of June 3, 1937 (P.L.1333, No.320), known as the Pennsylvania Election Code, in voting by qualified absentee electors, further providing for canvassing of official absentee ballots and mail-in ballots....|Representative PASHINSKI|MADDEN, PROBST, HILL-EVANS, CIRESI, HOHENSTEIN, GUENST, SANCHEZ, BURGOS, D. WILLIAMS, WEBSTER, STURLA, SHUSTERMAN, HARKINS, FLICK, KINKEAD, BOROWSKI, DONAHUE, DELLOSO, CEPEDA-FREYTIZ, O'MARA, ROZZI, WARREN and OTTEN|Referred to STATE GOVERNMENT,  March 8, 2023|NO|NO|NO|Wed, 08 Mar 2023 16:50:21 GMT|20230HB159P136
House Bill 158 Printer's Number 135|https://www.legis.state.pa.us/cfdocs/legis/PN/Public/btCheck.cfm?txtType=HTM&sessYr=2023&sessInd=0&billBody=H&billTyp=B&billNbr=158&pn=135|An Act providing for hospital closure procedure requirements, for notice of proposed general hospital closure or significant impact closure, for health equity impact assessments, for closure plans and for enforcement actions....|Representative PASHINSKI|O'MARA, CIRESI, D. WILLIAMS, DELLOSO, MADDEN, NEILSON, FREEMAN, OTTEN, SAPPEY, BURGOS, MALAGARI, SHUSTERMAN, KINKEAD, DONAHUE, KHAN, KAZEEM and HOHENSTEIN|Referred to HEALTH,  March 8, 2023|NO|NO|NO|Wed, 08 Mar 2023 16:50:04 GMT|20230HB158P135
House Bill 157 Printer's Number 134|https://www.legis.state.pa.us/cfdocs/legis/PN/Public/btCheck.cfm?txtType=HTM&sessYr=2023&sessInd=0&billBody=H&billTyp=B&billNbr=157&pn=134|An Act amending Title 3 (Agriculture) of the Pennsylvania Consolidated Statutes, in Pennsylvania Preferred&#174; Trademark, further providing for definitions, providing for Pennsylvania Preferred&#174; and Pennsylvania Preferred Organic&#174; Trademark Licensing Fund and for rules and regulations, repealing provisions relating to Pennsylvania Preferred&#174; Trademark Licensing Fund and rules and regulations, providing for the Pennsylvania Preferred Organic&#174; Program, for Pennsylvania Preferred Organic&#174; trademark and for purpose, establishing the Pennsylvania Preferred Organic&#174; Advisory Committee and providing for standards, for duties and authority of department, for trademark license agreement, application and licensure process, for costs, for civil penalties and for injunctive relief: and making an editorial change....|Representative PASHINSKI|MADDEN, RABB, SANCHEZ, KINSEY, CIRESI, HILL-EVANS, JOZWIAK, HARKINS, FLEMING, NEILSON, BURGOS, GUENST, STURLA, MALAGARI, ZIMMERMAN, KINKEAD, HADDOCK, O'MARA, ROZZI, JAMES, WARREN, FREEMAN, KHAN and SAMUELSON|Referred to AGRICULTURE AND RURAL AFFAIRS,  March 8, 2023|NO|NO|NO|Wed, 08 Mar 2023 16:49:49 GMT|20230HB157P134
House Bill 156 Printer's Number 133|https://www.legis.state.pa.us/cfdocs/legis/PN/Public/btCheck.cfm?txtType=HTM&sessYr=2023&sessInd=0&billBody=H&billTyp=B&billNbr=156&pn=133|An Act amending Title 3 (Agriculture) of the Pennsylvania Consolidated Statutes, in fertilizer, further providing for definitions and for application of fertilizer to turf....|Representative PASHINSKI|KINSEY, MADDEN, RABB, GUENST, NEILSON and STURLA|Referred to AGRICULTURE AND RURAL AFFAIRS,  March 8, 2023|NO|NO|NO|Wed, 08 Mar 2023 16:49:15 GMT|20230HB156P133
